#	symbol	entrez	ensembl
PUS7L	83448	ENSG00000129317
CHAD	1101	ENSG00000136457
RSAD1	55316	ENSG00000136444
GOLT1A	127845	ENSG00000174567
PLEKHA6	22874	ENSG00000143850
FAIM	55179	ENSG00000158234
MYCBPAP	84073	ENSG00000136449
TWF1	5756	ENSG00000151239
MAGI1	9223	ENSG00000151276
ZMYM1	79830	ENSG00000197056
ANGPTL6	83854	ENSG00000130812
IRAK4	51135	ENSG00000198001
RELB	5971	ENSG00000104856
EPN3	55040	ENSG00000049283
CLASRP	11129	ENSG00000104859
INS-IGF2	723961	ENSG00000129965
SPO16	388649	ENSG00000203910
C1orf146	388649	ENSG00000203910
INS	3630	ENSG00000254647
SPATA20	64847	ENSG00000006282
GLMN	11146	ENSG00000174842
TH	7054	ENSG00000180176
CCT7	10574	ENSG00000135624
TAMM41	132001	ENSG00000144559
FAR2	55711	ENSG00000064763
MLSTD1	55711	ENSG00000064763
ZNF296	162979	ENSG00000170684
RPAP2	79871	ENSG00000122484
GEMIN7	79760	ENSG00000142252
TBC1D17	79735	ENSG00000104946
ERGIC2	51290	ENSG00000087502
OR10X1	128367	ENSG00000279111
OR2T27	403239	ENSG00000187701
OR6K3	391114	ENSG00000203757
MNDA	4332	ENSG00000163563
ROPN1	54763	ENSG00000065371
OR14A16	284532	ENSG00000196772
EFHD1	80303	ENSG00000115468
OR11L1	391189	ENSG00000197591
TRIM58	25893	ENSG00000162722
OR2W3	343171	ENSG00000238243
OR2AJ1	127608	ENSG00000177275
OR2L8	391190	ENSG00000279263
SLC4A7	9497	ENSG00000033867
OR6Y1	391112	ENSG00000197532
ZSCAN20	7579	ENSG00000121903
NUP62	23636	ENSG00000213024
POTEI	653269	ENSG00000196834
FAM234B	57613	ENSG00000084444
OR2T6	254879	ENSG00000198104
OR2M5	127059	ENSG00000162727
ASCL2	430	ENSG00000183734
C11orf21	29125	ENSG00000110665
OR2M2	391194	ENSG00000198601
MYOC	4653	ENSG00000034971
TSPAN32	10077	ENSG00000064201
ANKFN1	162282	ENSG00000153930
GABRD	2563	ENSG00000187730
FOXN2	3344	ENSG00000170802
KCNK3	3777	ENSG00000171303
KRT80	144501	ENSG00000167767
IZUMO2	126123	ENSG00000161652
NRXN1	9378	ENSG00000179915
NOG	9241	ENSG00000183691
KCNJ12	3768	ENSG00000184185
U2AF2	11338	ENSG00000063244
ZBTB17	7709	ENSG00000116809
KCNJ18	100134444	ENSG00000260458
KRT7	3855	ENSG00000135480
MAP3K10	4294	ENSG00000130758
CACNA1G	8913	ENSG00000006283
KRT86	3892	ENSG00000170442
DGKZ	8525	ENSG00000149091
TTC9B	148014	ENSG00000174521
CCNP	79935	ENSG00000105219
FLJ13265	79935	ENSG00000105219
SRARP	149563	ENSG00000183888
KRT81	3887	ENSG00000205426
HSPB7	27129	ENSG00000173641
AKT2	208	ENSG00000105221
KRT83	3889	ENSG00000170523
CLCNKA	1187	ENSG00000186510
KRT85	3891	ENSG00000135443
KRT84	3890	ENSG00000161849
KRT82	3888	ENSG00000161850
KRT75	9119	ENSG00000170454
FAM131C	348487	ENSG00000185519
KRT6B	3854	ENSG00000185479
KRT6C	286887	ENSG00000170465
OR2T8	343172	ENSG00000177462
CCDC88A	55704	ENSG00000115355
EFHD2	79180	ENSG00000142634
KRT6A	3853	ENSG00000205420
CTRC	11330	ENSG00000162438
OR6F1	343169	ENSG00000169214
KRT5	3852	ENSG00000186081
OR14A2	388761	ENSG00000241128
OR14K1	343170	ENSG00000153230
OR10K1	391109	ENSG00000173285
OR2T12	127064	ENSG00000177201
OR2T33	391195	ENSG00000177212
ZBTB8A	653121	ENSG00000160062
ZBTB8OS	339487	ENSG00000176261
KRT71	112802	ENSG00000139648
KRT74	121391	ENSG00000170484
KRT72	140807	ENSG00000170486
NRAS	4893	ENSG00000213281
SIKE1	80143	ENSG00000052723
C19orf47	126526	ENSG00000160392
OR2T29	343563	ENSG00000182783
KRT73	319101	ENSG00000186049
CD3D	915	ENSG00000167286
OR4F5	79501	ENSG00000186092
CD3G	917	ENSG00000160654
GRIP1	23426	ENSG00000155974
OR2G6	391211	ENSG00000188558
BLVRB	645	ENSG00000090013
HEL-S-10	645	ENSG00000090013
ACTN2	88	ENSG00000077522
CASP1	834	ENSG00000137752
PLD3	23646	ENSG00000105223
CLPB	81570	ENSG00000162129
OR2T2	401992	ENSG00000196240
OR13G1	441933	ENSG00000197437
OR1C1	26188	ENSG00000221888
OR2M3	127062	ENSG00000228198
OR2T10	127069	ENSG00000184022
OR6N1	128372	ENSG00000197403
OR2T11	127077	ENSG00000279301
CFAP20DC	200844	ENSG00000163689
OR10Z1	128368	ENSG00000198967
SPTA1	6708	ENSG00000163554
CFAP92	57501	ENSG00000114656
ZRANB2	9406	ENSG00000132485
NXPE2	120406	ENSG00000204361
NXPE1	120400	ENSG00000095110
DCLK3	85443	ENSG00000163673
CCR5	1234	ENSG00000160791
SETMAR	6419	ENSG00000170364
SNX15	29907	ENSG00000110025
IQCJ-SCHIP1	29970	ENSG00000283154
IQCJ-SCHIP1	100505385	ENSG00000283154
CNOT3	4849	ENSG00000088038
TXNRD1	7296	ENSG00000198431
SAC3D1	29901	ENSG00000168061
NAALADL1	10004	ENSG00000168060
DPPA4	55211	ENSG00000121570
CERS2	29956	ENSG00000143418
TCTA	6988	ENSG00000145022
PFN2	5217	ENSG00000070087
DNAJB8	165721	ENSG00000179407
KCNMB3	27094	ENSG00000171121
CDCA5	113130	ENSG00000146670
ANXA9	8416	ENSG00000143412
MVK	4598	ENSG00000110921
PRUNE1	58497	ENSG00000143363
ZFPL1	7542	ENSG00000162300
TMEM262	100130348	ENSG00000187066
BNIPL	149428	ENSG00000163141
VPS51	738	ENSG00000149823
TAS2R7	50837	ENSG00000121377
TAS2R8	50836	ENSG00000121314
TAS2R9	50835	ENSG00000121381
PRR4	5554	ENSG00000111215
PRR4	11272	ENSG00000111215
MENT	54964	ENSG00000143443
CDC42SE1	56882	ENSG00000197622
TAS2R13	50838	ENSG00000212128
SPTSSB	165679	ENSG00000196542
MLLT11	10962	ENSG00000213190
AF1Q	10962	ENSG00000213190
OTOL1	131149	ENSG00000182447
TIMELESS	8914	ENSG00000111602
TM7SF2	7108	ENSG00000149809
IER5	51278	ENSG00000162783
RPUSD3	285367	ENSG00000156990
SLC25A44	9673	ENSG00000160785
FH	2271	ENSG00000091483
KMO	8564	ENSG00000117009
NR2C2	7182	ENSG00000177463
OPN3	23596	ENSG00000054277
STAT2	6773	ENSG00000170581
CHML	1122	ENSG00000203668
CHML	23596	ENSG00000203668
ATAD3A	55210	ENSG00000197785
ZNHIT2	741	ENSG00000174276
FAU	2197	ENSG00000149806
NLGN1	22871	ENSG00000169760
TMEM240	339453	ENSG00000205090
SSU72	29101	ENSG00000160075
SYVN1	84447	ENSG00000162298
MIB2	142678	ENSG00000197530
GABRR3	200959	ENSG00000183185
NUP210	23225	ENSG00000132182
FAP	2191	ENSG00000078098
TNFRSF1A	7132	ENSG00000067182
MRPL49	740	ENSG00000149792
CAPN1	823	ENSG00000014216
HDAC11	79885	ENSG00000163517
CUL3	8452	ENSG00000036257
BCL9	607	ENSG00000116128
ARNTL2	56938	ENSG00000029153
PXDN	7837	ENSG00000130508
EXO1	9156	ENSG00000174371
FBLN2	2199	ENSG00000163520
BECN2	441925	ENSG00000196289
MAP1LC3C	440738	ENSG00000197769
WDR64	128025	ENSG00000162843
MYT1L	23040	ENSG00000186487
TRIM64B	642446	ENSG00000189253
SERPINI2	5276	ENSG00000114204
DYNLT5	200132	ENSG00000152760
TSSC4	10078	ENSG00000184281
CCDC92	80212	ENSG00000119242
DNAI4	79819	ENSG00000152763
IQCG	84223	ENSG00000114473
TRPM5	29850	ENSG00000070985
ZNF664	144348	ENSG00000179195
SGIP1	84251	ENSG00000118473
RPL35A	6165	ENSG00000182899
RFLNA	144347	ENSG00000178882
RFLNA	100533183	ENSG00000178882
NCOR2	9612	ENSG00000196498
LMLN	89782	ENSG00000185621
TRIM49D1	399939	ENSG00000223417
GORASP1	64689	ENSG00000114745
TRIM49D1	729384	ENSG00000233802
TRIM49C	642612	ENSG00000204449
DNMT1	1786	ENSG00000130816
UBTFL1	642623	ENSG00000255009
TRIM64	120146	ENSG00000204450
FXYD2	486	ENSG00000137731
SENP5	205564	ENSG00000119231
FXYD6-FXYD2	100533181	ENSG00000255245
KCNH3	23416	ENSG00000135519
FXYD6	53826	ENSG00000137726
MELTF	4241	ENSG00000163975
MFI2	4241	ENSG00000163975
MCRS1	10445	ENSG00000187778
LBR	3930	ENSG00000143815
DNAH14	127602	ENSG00000185842
DLG1	1739	ENSG00000075711
IL10RA	3587	ENSG00000110324
PRPF40B	25766	ENSG00000110844
CAVIN3	112464	ENSG00000170955
SMPD1	6609	ENSG00000166311
DCDC2B	149069	ENSG00000222046
DYRK3	8444	ENSG00000143479
MAP10	54627	ENSG00000212916
SOS1	6654	ENSG00000115904
APBB1	322	ENSG00000166313
FAM186B	84070	ENSG00000135436
C12orf25	84070	ENSG00000135436
TRIM67	440730	ENSG00000119283
DOCK6	57572	ENSG00000130158
FMNL3	91010	ENSG00000161791
FPGT	8790	ENSG00000254685
LEXM	163747	ENSG00000162398
RPRD2	23248	ENSG00000163125
NBPF19	101060226	ENSG00000271383
ARL6IP4	51329	ENSG00000182196
DPP9	91039	ENSG00000142002
TTN	7273	ENSG00000155657
TMEM88B	643965	ENSG00000205116
NSUN4	387338	ENSG00000117481
OR2T4	127074	ENSG00000196944
INSL5	10022	ENSG00000172410
ZNF124	7678	ENSG00000196418
DNHD1	144132	ENSG00000179532
OR6P1	128366	ENSG00000186440
NBPF4	148545	ENSG00000196427
FAM72C	554282	ENSG00000263513
SLC2A7	155184	ENSG00000197241
C1S	716	ENSG00000182326
OR6K2	81448	ENSG00000196171
EFNA2	1943	ENSG00000099617
LCE4A	199834	ENSG00000187170
ADAMTSL5	339366	ENSG00000185761
LMNA	4000	ENSG00000160789
NRIP3	56675	ENSG00000175352
C11orf58	10944	ENSG00000110696
SMAP	10944	ENSG00000110696
KCNK4	50801	ENSG00000182450
HOXC13	3229	ENSG00000123364
HOXC12	3228	ENSG00000123407
HOXC11	3227	ENSG00000123388
HOXC10	3226	ENSG00000180818
HOXC6	3223	ENSG00000197757
C11orf97	643037	ENSG00000257057
PIWIL4	143689	ENSG00000134627
HOXC9	3225	ENSG00000180806
HOXC8	3224	ENSG00000037965
ORAI1	84876	ENSG00000276045
FLJ14466	84876	ENSG00000276045
MYO1H	283446	ENSG00000174527
FUT4	2526	ENSG00000196371
NINJ2	4815	ENSG00000171840
CACNA1C	775	ENSG00000151067
CACNA1C	100874369	ENSG00000151067
INTS4	92105	ENSG00000149262
ACTRT2	140625	ENSG00000169717
LDLRAD2	401944	ENSG00000187942
FKBP4	2288	ENSG00000004478
HSPG2	3339	ENSG00000142798
PLSCR2	57047	ENSG00000163746
ITFG2	55846	ENSG00000111203
CELA3B	23436	ENSG00000219073
TBC1D5	9779	ENSG00000131374
CELA3A	10136	ENSG00000142789
NRIP2	83714	ENSG00000053702
TEX52	101929469	ENSG00000283297
FOXM1	2305	ENSG00000111206
WNT4	54361	ENSG00000162552
RHEX	440712	ENSG00000263961
ZW10	9183	ENSG00000086827
AVPR1B	553	ENSG00000198049
FAM72A	729533	ENSG00000196550
RHNO1	83695	ENSG00000171792
SRGAP2	23380	ENSG00000266028
CLDN25	644672	ENSG00000228607
TULP3	7289	ENSG00000078246
NECTIN1	5818	ENSG00000110400
FLI1	2313	ENSG00000151702
VHL	7428	ENSG00000134086
EXOG	9941	ENSG00000157036
TEAD4	7004	ENSG00000197905
USP28	57646	ENSG00000048028
IKBKE	9641	ENSG00000263528
MYO7B	4648	ENSG00000169994
TSPAN9	10867	ENSG00000011105
ROBO2	6092	ENSG00000185008
PRMT8	56341	ENSG00000111218
RGPD2	729857	ENSG00000185304
CAPS2	84698	ENSG00000180881
RASSF5	83593	ENSG00000266094
OR5AK2	390181	ENSG00000181273
EVX2	344191	ENSG00000174279
MORN2	729967	ENSG00000188010
KRTAP5-5	439915	ENSG00000185940
EIF2D	1939	ENSG00000143486
CWC15	51503	ENSG00000150316
ADGRF3	165082	ENSG00000173567
KDM4D	55693	ENSG00000186280
KDM4E	390245	ENSG00000235268
SRSF8	10929	ENSG00000263465
SRP46	10929	ENSG00000263465
ENDOD1	23052	ENSG00000149218
SESN3	143686	ENSG00000149212
CROCC	9696	ENSG00000058453
UGT1A10	54575	ENSG00000242515
GATA2	2624	ENSG00000179348
COQ10B	80219	ENSG00000115520
TRAF6	7189	ENSG00000175104
VIT	5212	ENSG00000205221
RAG1	5896	ENSG00000166349
SMCO2	341346	ENSG00000165935
RAG2	5897	ENSG00000175097
IL17RC	84818	ENSG00000163702
GSG1	83445	ENSG00000111305
SLC22A10	387775	ENSG00000184999
CHST1	8534	ENSG00000175264
SLC35C1	55343	ENSG00000181830
CCDC141	285025	ENSG00000163492
C11orf80	79703	ENSG00000173715
VASH2	79805	ENSG00000143494
FLJ12505	79805	ENSG00000143494
ASB18	401036	ENSG00000182177
UNG	7374	ENSG00000076248
CYB5RL	606495	ENSG00000215883
SULT6B1	391365	ENSG00000138068
DNMT3A	1788	ENSG00000119772
ATXN7L2	127002	ENSG00000162650
RCE1	9986	ENSG00000173653
C1orf155	91687	ENSG00000120334
CENPL	91687	ENSG00000120334
OR8S1	341568	ENSG00000284723
OGFOD2	79676	ENSG00000111325
ZNF496	84838	ENSG00000162714
PC	5091	ENSG00000173599
RABGAP1L	9910	ENSG00000152061
TBC1D18	9910	ENSG00000152061
MLPH	79083	ENSG00000115648
OR5BS1P	390313	ENSG00000198678
OASL	8638	ENSG00000135114
TAS2R30	259293	ENSG00000256188
TAS2R14	50840	ENSG00000212127
TAS2R14	106707243	ENSG00000212127
TAS2R10	50839	ENSG00000121318
POLE	5426	ENSG00000177084
LRFN4	78999	ENSG00000173621
AMPD1	270	ENSG00000116748
C11orf86	254439	ENSG00000173237
SLC37A4	2542	ENSG00000137700
UBE2U	148581	ENSG00000177414
COL6A5	256076	ENSG00000172752
PRLH	51052	ENSG00000071677
PRH	51052	ENSG00000071677
GPR161	23432	ENSG00000143147
RAB17	64284	ENSG00000124839
CD101	9398	ENSG00000134256
LCE1C	353133	ENSG00000197084
MAPRE3	22924	ENSG00000084764
H3-2	440686	ENSG00000273213
NPL	80896	ENSG00000135838
DAG1	1605	ENSG00000173402
RFT1	91869	ENSG00000163933
TRIM49B	283116	ENSG00000182053
TRIM64C	646754	ENSG00000214891
RCC1	1104	ENSG00000180198
TMEM214	54867	ENSG00000119777
POLA2	23649	ENSG00000014138
ARID2	196528	ENSG00000189079
PRKCD	5580	ENSG00000163932
CDC42EP2	10435	ENSG00000149798
DPF2	5977	ENSG00000133884
AGBL5	60509	ENSG00000084693
LMBR1L	55716	ENSG00000139636
OST4	100128731	ENSG00000228474
SLC25A45	283130	ENSG00000162241
C1orf109	54955	ENSG00000116922
EMILIN1	11117	ENSG00000138080
HTR1D	3352	ENSG00000179546
CRNN	49860	ENSG00000143536
KHK	3795	ENSG00000138030
LCE5A	254910	ENSG00000186207
CRCT1	54544	ENSG00000169509
LCE3E	353145	ENSG00000185966
LCE3D	84648	ENSG00000163202
TEKT2	27285	ENSG00000092850
FRMD8	83786	ENSG00000126391
ADPRS	54936	ENSG00000116863
COL8A2	1296	ENSG00000171812
CGREF1	10669	ENSG00000138028
TRAPPC3	27095	ENSG00000054116
CCR8	1237	ENSG00000179934
SLC25A38	54977	ENSG00000144659
FLJ20551	54977	ENSG00000144659
MAP7D1	55700	ENSG00000116871
ABHD1	84696	ENSG00000143994
PKP2	5318	ENSG00000057294
RELA	5970	ENSG00000173039
TTC21A	199223	ENSG00000168026
PREB	10113	ENSG00000138073
PRR30	339779	ENSG00000186143
TCF23	150921	ENSG00000163792
ZNF362	149076	ENSG00000160094
SLC5A6	8884	ENSG00000138074
OS9	10956	ENSG00000135506
A3GALT2	127550	ENSG00000184389
CSRNP1	64651	ENSG00000144655
AXUD1	64651	ENSG00000144655
S100A6	6277	ENSG00000197956
XIRP1	165904	ENSG00000168334
S100A4	6275	ENSG00000196154
CX3CR1	1524	ENSG00000168329
GALNT15	117248	ENSG00000131386
S100A3	6274	ENSG00000188015
S100A2	6273	ENSG00000196754
S100A16	140576	ENSG00000188643
S100A14	57402	ENSG00000189334
CAD	790	ENSG00000084774
DPH3	285381	ENSG00000154813
S100A13	6284	ENSG00000189171
OXNAD1	92106	ENSG00000154814
RNH1	6050	ENSG00000023191
S100A1	6271	ENSG00000160678
CHTOP	26097	ENSG00000160679
SLC25A36	55186	ENSG00000114120
SNAPIN	23557	ENSG00000143553
SH3D21	79729	ENSG00000214193
SLC30A3	7781	ENSG00000115194
STK40	83931	ENSG00000196182
DNAJC5G	285126	ENSG00000163793
TRIM54	57159	ENSG00000138100
ALDH3B1	221	ENSG00000006534
IFT122	55764	ENSG00000163913
UCN	7349	ENSG00000163794
LSM10	84967	ENSG00000181817
MPV17	4358	ENSG00000115204
OSCP1	127700	ENSG00000116885
NDUFS8	4728	ENSG00000110717
MRPS15	64960	ENSG00000116898
EVA1B	55194	ENSG00000142694
PHC2	1912	ENSG00000134686
CHKA	1119	ENSG00000110721
SCN9A	6335	ENSG00000169432
C11orf24	53838	ENSG00000171067
LRP5	4041	ENSG00000162337
ASCL5	647219	ENSG00000232237
KIAA1614	57710	ENSG00000135835
STX6	10228	ENSG00000135823
EIF1B	10289	ENSG00000114784
GC20	10289	ENSG00000114784
ENTPD3	956	ENSG00000168032
APLP2	334	ENSG00000084234
MR1	3140	ENSG00000153029
TMED5	50999	ENSG00000117500
ATRAID	51374	ENSG00000138085
RPL14	9045	ENSG00000188846
TMEM237	65062	ENSG00000155755
ZNF619	285267	ENSG00000177873
ZNF620	253639	ENSG00000177842
ARL6IP6	151188	ENSG00000177917
CCDC18	343099	ENSG00000122483
ZNF621	285268	ENSG00000172888
ZBTB44	29068	ENSG00000196323
COX5B	1329	ENSG00000135940
CTNNB1	1499	ENSG00000168036
ACTR1B	10120	ENSG00000115073
TMEM269	100129924	ENSG00000274386
SVBP	374969	ENSG00000177868
C2orf92	728537	ENSG00000228486
GORAB	92344	ENSG00000120370
ADAMTS8	11095	ENSG00000134917
MRE11	4361	ENSG00000020922
MRE11A	4361	ENSG00000020922
KDM1A	23028	ENSG00000004487
ANKRD36B	57730	ENSG00000196912
LCE1B	353132	ENSG00000196734
LCE1A	353131	ENSG00000186844
LCE6A	448835	ENSG00000235942
SMCP	4184	ENSG00000163206
IVL	3713	ENSG00000163207
SPRR4	163778	ENSG00000184148
SPRR3	6707	ENSG00000163209
SPRR1B	6699	ENSG00000169469
SPRR2D	6703	ENSG00000163216
ZEB2	9839	ENSG00000169554
SPRR2A	6700	ENSG00000241794
SPRR2B	6701	ENSG00000196805
SPRR2E	6704	ENSG00000203785
SPRR2F	6705	ENSG00000244094
ANKRD49	54851	ENSG00000168876
SPRR2G	6706	ENSG00000159516
CADM3	57863	ENSG00000162706
IRF7	3665	ENSG00000185507
FY	2532	ENSG00000213088
ACKR1	2532	ENSG00000213088
TRIM51GP	120824	ENSG00000220948
GPR137	56834	ENSG00000173264
OR10J1	26476	ENSG00000196184
FCER1A	2205	ENSG00000179639
MYOM3	127294	ENSG00000142661
ALKBH8	91801	ENSG00000137760
DDX23	9416	ENSG00000174243
TCIRG1	10312	ENSG00000110719
ANKRD36C	400986	ENSG00000174501
IL22RA1	58985	ENSG00000142677
IFNLR1	163702	ENSG00000185436
PLEKHA5	54477	ENSG00000052126
ACMSD	130013	ENSG00000153086
ELF3	1999	ENSG00000163435
CCNT2	905	ENSG00000082258
PRDM11	56981	ENSG00000019485
CCDC90B	60492	ENSG00000137500
MAP3K19	80122	ENSG00000176601
NPEPPS	9520	ENSG00000141279
LGR6	59352	ENSG00000133067
EMG1	10436	ENSG00000126749
PTPN7	5778	ENSG00000143851
PLEKHA7	144100	ENSG00000166689
RAB3GAP1	22930	ENSG00000115839
ULK4	54986	ENSG00000168038
DDX51	317781	ENSG00000185163
PTPRJ	5795	ENSG00000149177
SIPA1L2	57568	ENSG00000116991
PCARE	388939	ENSG00000179270
NOC4L	79050	ENSG00000184967
FBLN7	129804	ENSG00000144152
TRAK1	22906	ENSG00000182606
ZC3H8	84524	ENSG00000144161
SRSF4	6429	ENSG00000116350
OR4B1	119765	ENSG00000175619
ZC3H6	376940	ENSG00000188177
OR4X2	119764	ENSG00000172208
OR4X1	390113	ENSG00000176567
RABEP1	9135	ENSG00000029725
EP400	57634	ENSG00000183495
FERMT3	83706	ENSG00000149781
SCN7A	6332	ENSG00000136546
MROH9	80133	ENSG00000117501
FMO3	2328	ENSG00000007933
PARD3B	117583	ENSG00000116117
FMO2	2327	ENSG00000094963
RPAIN	84268	ENSG00000129197
PEAR1	375033	ENSG00000187800
DNM1L	10059	ENSG00000087470
STIM1	6786	ENSG00000167323
ARHGEF11	9826	ENSG00000132694
NDUFS1	4719	ENSG00000023228
C1QBP	708	ENSG00000108561
CCK	885	ENSG00000187094
DHX33	56919	ENSG00000005100
LYZA	131375	ENSG00000157093
LYZL4	131375	ENSG00000157093
EPHA6	285220	ENSG00000080224
TRIM22	10346	ENSG00000132274
DERL2	51009	ENSG00000072849
CRYBG3	131544	ENSG00000080200
MIS12	79003	ENSG00000167842
AAMDC	28971	ENSG00000087884
NUP88	4927	ENSG00000108559
RIOX2	84864	ENSG00000170854
MDIG	84864	ENSG00000170854
EEF1B2	1933	ENSG00000114942
IGF2	3481	ENSG00000167244
OR5AC2	81050	ENSG00000196578
OR5K4	403278	ENSG00000196098
OR5K3	403277	ENSG00000206536
ETV3L	440695	ENSG00000253831
SLC6A1	6529	ENSG00000157103
CMKLR2	2825	ENSG00000183671
GPR1	2825	ENSG00000183671
ZDBF2	57683	ENSG00000204186
ETV3	2117	ENSG00000117036
CD81	975	ENSG00000110651
AOX1	316	ENSG00000138356
C1orf94	84970	ENSG00000142698
CSMD2	114784	ENSG00000121904
DHX40	79665	ENSG00000108406
RIC3	79608	ENSG00000166405
PTRH2	51651	ENSG00000141378
CLTC	1213	ENSG00000141367
EVI5	7813	ENSG00000067208
UNC93B1	81622	ENSG00000110057
PMVK	10654	ENSG00000163344
BZW1	9689	ENSG00000082153
PBXIP1	57326	ENSG00000163346
LOC100133315	100133315	ENSG00000254469
PYGO2	90780	ENSG00000163348
IL18BP	10068	ENSG00000137496
SHC1	6464	ENSG00000160691
CLIP4	79745	ENSG00000115295
STT3B	201595	ENSG00000163527
SOST	50964	ENSG00000167941
DUSP3	1845	ENSG00000108861
CFAP97D1	284067	ENSG00000231256
HRAS	3265	ENSG00000174775
MPP3	4356	ENSG00000161647
OSBPL10	114884	ENSG00000144645
ALDH3B2	222	ENSG00000132746
OR51C1P	401661	ENSG00000197674
OR10D3	26497	ENSG00000197309
OR4A15	81328	ENSG00000181958
OOSP3	112577461	ENSG00000285231
TSGA10IP	254187	ENSG00000175513
CD300LG	146894	ENSG00000161649
ZNF860	344787	ENSG00000197385
OR56B2P	390073	ENSG00000181017
OR5D3P	8594	ENSG00000186886
GPD1L	23171	ENSG00000152642
OR1S2	219958	ENSG00000197887
OR51B5	282763	ENSG00000167355
CDRT4	284040	ENSG00000239704
OR10S1	219873	ENSG00000196248
PRR33	102724536	ENSG00000283787
CDRT4	100533496	ENSG00000259024
TVP23C	100533496	ENSG00000259024
TVP23C-CDRT4	100533496	ENSG00000259024
ME3	10873	ENSG00000151376
USP19	10869	ENSG00000172046
CKS1B	1163	ENSG00000173207
TVP23C	201158	ENSG00000175106
TVP23C-CDRT4	201158	ENSG00000175106
FLAD1	80308	ENSG00000160688
OOSP1	255649	ENSG00000284873
OOSP4A	112577462	ENSG00000285010
RASSF10	644943	ENSG00000189431
CXCR1	3577	ENSG00000163464
PACSIN3	29763	ENSG00000165912
RDM1	201299	ENSG00000278023
ZBTB7B	51043	ENSG00000160685
ARPC2	10109	ENSG00000163466
DCST2	127579	ENSG00000163354
DCST1	149095	ENSG00000163357
DDB2	1643	ENSG00000134574
CD200R1L	344807	ENSG00000206531
GPBAR1	151306	ENSG00000179921
LYZL6	57151	ENSG00000275722
LYZB	57151	ENSG00000275722
CD200R1	131450	ENSG00000163606
ADAM15	8751	ENSG00000143537
AAMP	14	ENSG00000127837
CCL16	6360	ENSG00000275152
CCL14	6358	ENSG00000276409
ACP2	53	ENSG00000134575
GTPBP8	29083	ENSG00000163607
CCL15	6359	ENSG00000275718
CCL23	6368	ENSG00000274736
TMBIM1	64114	ENSG00000135926
CCL18	6362	ENSG00000275385
NEPRO	25871	ENSG00000163608
CCL3	6348	ENSG00000277632
CCL4	6351	ENSG00000275302
TBC1D3B	414059	ENSG00000274808
TBC1D3B	101060321	ENSG00000274808
CCL3L1	6349	ENSG00000276085
CCL3L1	414062	ENSG00000276085
ZDHHC23	254887	ENSG00000184307
CCL4L1	9560	ENSG00000276070
CCL4L2	9560	ENSG00000276070
CCL4L1	388372	ENSG00000276070
CCL4L2	388372	ENSG00000276070
NR1H3	10062	ENSG00000025434
CCDC191	57577	ENSG00000163617
TBC1D3I	102724862	ENSG00000274933
SLC11A1	6556	ENSG00000018280
CHD3	1107	ENSG00000170004
QTRT2	79691	ENSG00000151576
CTDSP1	58190	ENSG00000144579
DRD3	1814	ENSG00000151577
VIL1	7429	ENSG00000127831
TMCC1	23023	ENSG00000172765
PNKD	25953	ENSG00000127838
ARFGAP2	84364	ENSG00000149182
TRH	7200	ENSG00000170893
ALG1L2	644974	ENSG00000251287
TRPC1	7220	ENSG00000144935
CATIP	375307	ENSG00000158428
B3GALT1	8708	ENSG00000172318
MTMR11	10903	ENSG00000014914
RPSA	3921	ENSG00000168028
TGOLN2	10618	ENSG00000152291
RETSAT	54884	ENSG00000042445
CBL	867	ENSG00000110395
OTUD7B	56957	ENSG00000264522
ELMOD3	84173	ENSG00000115459
TNK2	10188	ENSG00000061938
FAM72D	728833	ENSG00000215784
SLC3A2	6520	ENSG00000168003
ANKRD35	148741	ENSG00000198483
ITGA10	8515	ENSG00000143127
TIRAP	114609	ENSG00000150455
PEX11B	8799	ENSG00000131779
LIX1L	128077	ENSG00000271601
KMT5B	51111	ENSG00000110066
ANKRD34A	284615	ENSG00000272031
POLR3GL	84265	ENSG00000121851
TXNIP	10628	ENSG00000265972
HEL-S-66	822	ENSG00000042493
CAPG	822	ENSG00000042493
HJV	148738	ENSG00000168509
HFE2	148738	ENSG00000168509
NBPF10	100132406	ENSG00000271425
HSD17B12	51144	ENSG00000149084
TFRC	7037	ENSG00000072274
C11orf96	387763	ENSG00000187479
NUP98	4928	ENSG00000110713
MLF1	4291	ENSG00000178053
MAT2A	4144	ENSG00000168906
VAMP8	8673	ENSG00000118640
TEX46	729059	ENSG00000227868
VAMP5	10791	ENSG00000168899
AGBL4	84871	ENSG00000186094
RNF181	51255	ENSG00000168894
BEND5	79656	ENSG00000162373
TMEM150A	129303	ENSG00000168890
C1orf185	284546	ENSG00000204006
ROR1	4919	ENSG00000185483
VAMP4	8674	ENSG00000117533
USP39	10713	ENSG00000168883
GFM1	85476	ENSG00000168827
CFAP74	85452	ENSG00000142609
LXN	56925	ENSG00000079257
NOTCH2NLC	100996717	ENSG00000286219
RALGPS2	55103	ENSG00000116191
TRNT1	51095	ENSG00000072756
ANGPTL1	9068	ENSG00000116194
C2orf68	388969	ENSG00000168887
HCRCN81	388969	ENSG00000168887
FHAD1	114827	ENSG00000142621
SFTPB	6439	ENSG00000168878
BTD	686	ENSG00000169814
GNLY	10578	ENSG00000115523
SLC38A11	151258	ENSG00000169507
MRPS25	64432	ENSG00000131368
EIF4G3	8672	ENSG00000075151
SH2D6	284948	ENSG00000152292
